UserID,Channel2,RecordDate2,Duration2
808958,Trace TV,2016/02/20 13:26,00:00:39
808958,Channel O,2016/02/20 17:14,00:00:27
808958,Boomerang,2016/03/02 09:10,00:09:10
808958,Cartoon Network,2016/02/21 13:56,00:17:16
808958,Trace TV,2016/02/24 18:21,00:14:51
808958,Cartoon Network,2016/02/24 10:38,00:00:12
808958,Boomerang,2016/03/01 18:49,00:00:40
840343,Trace TV,2016/03/05 18:37,00:05:18
1106156,SuperSport Blitz,2016/03/31 20:16,00:05:06
793616,CNN,2016/01/25 04:11,00:00:02
793616,Africa Magic,2016/01/24 14:16,00:03:35
939622,Boomerang,2016/03/27 23:23,00:00:04
939622,kykNET,2016/03/28 13:14,00:02:06
939622,CNN,2016/03/30 13:29,00:00:19
868925,SuperSport Blitz,2016/03/08 10:27,00:00:20
764342,SuperSport Blitz,2016/02/02 06:11,00:03:48
808961,Boomerang,2016/02/20 01:51,00:24:00
808961,Boomerang,2016/02/22 16:24,00:06:59
853655,SawSee,2016/02/16 15:45,00:00:00
939624,Trace TV,2016/03/22 18:50,00:01:21
939624,Vuzu,2016/03/20 10:36,00:00:53
939624,Vuzu,2016/03/20 10:44,00:02:09
939624,Boomerang,2016/03/31 21:12,00:00:00
939624,Trace TV,2016/03/31 21:22,00:59:00
939624,Vuzu,2016/03/16 17:07,00:00:15
2203312,Vuzu,2016/03/31 20:46,00:00:23
808965,SuperSport Blitz,2016/02/18 08:55,00:00:10
808965,Supersport Live Events,2016/02/15 19:55,00:00:30
808965,ICC Cricket World Cup 2011,2016/02/24 12:14,00:04:04
808965,Supersport Live Events,2016/02/18 06:44,00:01:00
808965,Supersport Live Events,2016/02/06 06:42,00:02:12
808965,ICC Cricket World Cup 2011,2016/03/06 09:16,00:19:10
808965,E! Entertainment,2016/02/09 18:54,00:01:12
788672,Boomerang,2016/02/11 19:21,00:00:19
788672,Africa Magic,2016/01/19 15:29,00:00:24
808966,Supersport Live Events,2016/03/13 10:06,00:00:38
808966,Supersport Live Events,2016/03/13 16:22,00:10:02
808966,Supersport Live Events,2016/01/19 20:29,00:34:06
808966,ICC Cricket World Cup 2011,2016/03/23 08:40,01:16:40
808966,Boomerang,2016/03/19 20:17,00:37:25
808966,Africa Magic,2016/01/27 19:25,00:00:23
808966,Africa Magic,2016/03/20 13:54,00:00:53
808966,Supersport Live Events,2016/03/20 20:18,00:00:00
808966,Supersport Live Events,2016/03/20 14:40,00:00:00
808966,SuperSport Blitz,2016/02/23 04:06,01:48:38
808966,SuperSport Blitz,2016/03/24 04:14,00:00:00
633678,Channel O,2016/02/11 19:05,00:00:00
786099,E! Entertainment,2016/02/09 14:10,00:00:48
808969,Supersport Live Events,2016/03/03 08:06,00:00:42
808969,Trace TV,2016/03/08 10:47,00:02:03
808969,Supersport Live Events,2016/01/12 19:58,00:55:44
808969,Trace TV,2016/01/13 16:40,00:01:24
808969,Cartoon Network,2016/01/11 20:00,00:00:32
859311,Boomerang,2016/03/08 19:53,00:14:20
859311,Trace TV,2016/03/10 18:00,00:24:57
859311,Channel O,2016/03/10 19:04,00:23:36
808971,Boomerang,2016/02/18 18:28,00:00:57
808971,Boomerang,2016/02/07 13:41,00:01:06
808971,Boomerang,2016/02/07 20:15,00:04:53
808971,Channel O,2016/01/26 14:16,00:01:36
808971,Boomerang,2016/03/30 19:19,00:00:00
808971,Boomerang,2016/03/25 14:23,00:07:27
830980,Boomerang,2016/03/17 10:13,00:03:10
792729,Trace TV,2016/03/30 17:50,00:02:00
820387,SuperSport Blitz,2016/01/27 13:54,00:12:08
820387,Cartoon Network,2016/01/27 09:52,00:01:27
820387,Channel O,2016/01/25 10:07,00:00:57
820387,SuperSport Blitz,2016/01/26 19:30,00:07:30
892515,SuperSport Blitz,2016/03/23 07:31,00:00:10
892515,Supersport Live Events,2016/03/18 11:13,00:10:28
2203323,ICC Cricket World Cup 2011,2016/02/24 14:56,00:04:06
2203323,Channel O,2016/02/24 19:43,00:00:27
2203323,Africa Magic,2016/02/27 09:07,00:05:07
808976,SuperSport Blitz,2016/03/02 15:30,00:18:34
866192,SawSee,2016/03/23 20:07,00:00:37
866192,Trace TV,2016/03/26 04:50,00:04:42
866192,Vuzu,2016/03/26 20:57,00:00:00
930014,ICC Cricket World Cup 2011,2016/03/30 13:51,00:05:28
930015,kykNET,2016/03/31 08:09,00:08:21
930015,ICC Cricket World Cup 2011,2016/03/30 15:22,01:25:30
930015,ICC Cricket World Cup 2011,2016/03/29 21:33,00:01:18
1297586,SuperSport Blitz,2016/03/09 04:51,00:00:00
866195,MK,2016/03/12 00:19,00:01:11
820398,Supersport Live Events,2016/02/26 21:25,00:00:00
820398,Supersport Live Events,2016/02/26 21:47,00:00:52
820398,Africa Magic,2016/03/05 22:03,00:10:58
820398,Channel O,2016/03/01 05:01,00:07:39
803542,Trace TV,2016/03/31 14:52,00:29:03
593622,Trace TV,2016/01/21 12:05,00:09:00
831755,Cartoon Network,2016/03/15 13:31,00:00:00
831755,E! Entertainment,2016/03/01 16:03,00:00:32
771848,Break in transmission,2016/02/11 11:39,00:00:12
771848,Boomerang,2016/02/10 19:55,00:09:04
771848,Boomerang,2016/01/01 18:54,00:01:50
771848,Supersport Live Events,2016/01/22 13:02,00:02:04
771848,Supersport Live Events,2016/01/18 12:43,00:01:26
764355,Channel O,2016/01/22 14:42,00:00:09
2255559,Supersport Live Events,2016/03/28 13:22,00:01:08
2255559,M-Net,2016/03/30 18:57,00:00:38
919180,Supersport Live Events,2016/03/26 09:08,00:06:00
771849,Africa Magic,2016/02/19 21:17,00:07:53
771849,SawSee,2016/02/19 21:22,00:01:42
771849,Supersport Live Events,2016/02/06 15:00,00:00:24
808979,E! Entertainment,2016/02/22 19:30,00:04:52
866197,Trace TV,2016/03/11 17:13,02:59:03
777084,Supersport Live Events,2016/02/06 16:08,00:00:00
621621,SawSee,2016/01/17 15:21,00:00:28
808983,CNN,2016/02/15 20:41,00:02:01
772142,Boomerang,2016/03/10 20:10,00:01:26
808983,SuperSport Live Events,2016/02/13 19:34,00:00:00
771003,ICC Cricket World Cup 2011,2016/02/26 11:17,00:01:38
771003,Cartoon Network,2016/02/26 14:11,00:01:28
771003,SawSee,2016/02/27 16:24,00:00:42
808984,kykNET,2016/02/19 15:58,00:01:57
771855,Africa Magic,2016/02/19 01:15,00:08:34
733281,Trace TV,2016/01/26 16:09,00:00:06
892523,Africa Magic,2016/03/18 13:20,00:00:42
892523,Africa Magic,2016/03/19 11:08,00:00:47
892523,ICC Cricket World Cup 2011,2016/03/16 10:37,00:01:48
892523,Africa Magic,2016/03/27 11:01,00:00:00
892523,Trace TV,2016/03/27 20:22,00:55:00
892523,Cartoon Network,2016/03/26 10:30,00:01:16
892523,Trace TV,2016/03/21 05:30,00:12:36
892523,Trace TV,2016/03/21 08:50,00:05:36
892523,Africa Magic,2016/03/21 18:23,00:01:27
771856,Trace TV,2016/02/06 09:28,00:02:06
808988,CNN,2016/02/20 13:41,00:00:21
808988,Supersport Live Events,2016/02/20 15:48,00:05:06
808988,Channel O,2016/02/20 22:02,00:05:09
808988,CNN,2016/02/20 22:04,00:00:09
730254,Channel O,2016/01/21 09:02,01:59:48
771858,Supersport Live Events,2016/03/05 11:37,00:01:46
866202,ICC Cricket World Cup 2011,2016/03/16 11:31,00:02:12
808990,ICC Cricket World Cup 2011,2016/02/24 08:47,00:00:58
2090526,Africa Magic,2016/02/21 18:18,00:01:21
2090526,Africa Magic,2016/02/14 11:54,00:00:36
2090526,Africa Magic,2016/03/24 01:41,00:02:22
2090526,Boomerang,2016/01/23 06:03,00:49:27
2090526,Africa Magic,2016/03/04 21:35,00:32:29
2090526,Africa Magic,2016/01/30 11:41,00:00:38
2090526,Africa Magic,2016/01/28 20:21,00:10:41
2090526,Africa Magic,2016/01/17 07:44,00:00:22
2090526,Boomerang,2016/03/07 10:18,00:01:14
939659,Africa Magic,2016/03/19 19:09,00:02:57
939659,SuperSport Blitz,2016/03/19 19:11,00:01:08
939659,Trace TV,2016/03/31 17:51,00:02:18
939659,Trace TV,2016/03/20 13:51,00:32:21
939659,Cartoon Network,2016/03/20 17:23,00:07:27
939659,Africa Magic,2016/03/28 16:19,00:01:46
939659,ICC Cricket World Cup 2011,2016/03/28 10:45,00:00:00
939659,Supersport Live Events,2016/03/30 11:30,00:00:30
939659,Channel O,2016/03/24 06:57,00:06:06
939659,Channel O,2016/03/21 07:30,00:07:45
778615,Channel O,2016/03/12 15:45,00:03:45
866205,Supersport Live Events,2016/03/14 08:49,00:08:44
866205,ICC Cricket World Cup 2011,2016/03/15 09:50,00:08:08
866205,ICC Cricket World Cup 2011,2016/03/12 16:05,00:42:08
771867,CNN,2016/02/05 05:40,00:06:15
771867,Trace TV,2016/03/01 22:04,00:19:06
771867,M-Net,2016/03/13 07:08,00:05:12
771867,Supersport Live Events,2016/03/13 21:05,00:00:00
771867,SuperSport Blitz,2016/01/31 16:42,00:00:22
771867,CNN,2016/01/17 16:56,00:00:42
771867,Supersport Live Events,2016/01/22 14:14,00:01:20
771867,Africa Magic,2016/01/30 19:20,00:01:23
771867,Africa Magic,2016/01/18 16:12,00:01:59
771867,Africa Magic,2016/03/31 17:57,00:00:56
809337,Boomerang,2016/02/13 00:19,00:04:16
779442,DStv Events 1,2016/01/18 21:54,00:00:00
779442,Channel O,2016/01/18 22:04,00:00:42
779442,Channel O,2016/01/22 14:13,00:10:03
939662,ICC Cricket World Cup 2011,2016/03/30 12:48,00:02:10
2359724,ICC Cricket World Cup 2011,2016/02/21 09:10,00:05:38
2359724,ICC Cricket World Cup 2011,2016/02/26 11:53,00:00:00
2359724,ICC Cricket World Cup 2011,2016/02/26 14:01,00:02:36
2359724,Supersport Live Events,2016/03/24 16:51,00:30:06
2359724,SuperSport Blitz,2016/03/19 12:05,00:05:44
2359724,ICC Cricket World Cup 2011,2016/02/28 10:24,00:01:50
2359724,ICC Cricket World Cup 2011,2016/03/01 16:28,00:00:40
2359724,SuperSport Live Events,2016/02/13 17:53,00:02:24
2359724,SuperSport Live Events,2016/02/13 17:56,00:01:22
904173,Supersport Live Events,2016/03/25 08:20,00:15:24
904174,Cartoon Network,2016/03/26 12:38,00:00:00
904174,ICC Cricket World Cup 2011,2016/03/29 16:58,00:04:42
831766,Channel O,2016/03/03 15:46,00:04:21
831766,Africa Magic,2016/03/05 19:35,00:00:31
808997,Trace TV,2016/02/19 10:41,00:02:18
808997,Channel O,2016/02/19 18:27,00:00:00
808997,Channel O,2016/03/22 04:33,00:06:03
808997,Channel O,2016/02/25 05:24,00:19:45
808997,Channel O,2016/01/27 06:12,00:01:42
808997,Channel O,2016/02/01 04:54,00:05:57
892532,Cartoon Network,2016/03/20 20:39,00:00:35
816289,Channel O,2016/03/08 12:48,00:02:21
816289,CNN,2016/03/09 05:31,00:00:00
868961,Supersport Live Events,2016/03/16 16:28,00:01:08
2285609,Cartoon Network,2016/02/25 21:38,00:00:04
2285609,Trace TV,2016/03/07 21:45,01:29:54
793649,Trace TV,2016/03/30 07:28,00:11:30
793649,MK,2016/03/27 21:39,00:00:20
793649,Africa Magic,2016/03/29 15:54,00:01:29
771872,Cartoon Network,2016/02/07 14:10,00:12:33
771872,Boomerang,2016/01/31 14:20,00:10:04
771872,Boomerang,2016/01/31 17:32,00:00:01
809000,Supersport Live Events,2016/02/19 07:18,00:01:10
809000,Vuzu,2016/01/03 20:34,00:02:05
809000,Channel O,2016/01/05 05:06,00:01:06
809000,CNN,2016/03/04 07:17,00:00:54
809000,SuperSport Blitz,2016/03/12 20:20,00:02:22
809000,Africa Magic,2016/03/10 02:28,00:11:24
771876,Trace TV,2016/01/31 11:28,00:04:54
